Player,Team,Position,Apps,Mins,Goals,Assists,YelCard,RedCard,SpG,PS,AerialsWon,MotM,Ratting
Sékou Mara,"Southampton,",", FW",3(16),438,-,2,1,-,0.8,68.2,1,-,6.24
Takuma Asano,"Bochum,",", AM(CLR),FW",13(3),1016,1,1,1,-,1.8,74,0.7,-,6.24
Ibrahima Diallo,"Southampton,",", DMC",11(5),807,-,-,3,-,0.4,79.8,0.9,-,6.24
Tanguy Ndombélé,"Napoli,",", M(C)",6(19),614,1,-,4,-,0.6,89.7,0.2,-,6.24
Adam Armstrong,"Southampton,",", AM(CLR),FW",12(12),1113,1,1,1,-,0.8,76.7,0.2,-,6.24
Ángel Algobia,"Getafe,",", M(C)",11(8),1004,-,-,3,-,0.3,82,0.4,-,6.24
Angelo Fulgini,"Mainz,",", AM(CLR),FW",5(11),520,-,1,1,-,0.5,81.3,0.3,-,6.24
Bernardo Espinosa,"Girona,",", D(C)",10(4),846,-,1,3,-,0.4,88.5,2.6,-,6.24
Neal Maupay,"Everton,",", AM(C),FW",10(10),946,1,-,3,-,1.4,75.4,0.7,-,6.24
Ismail Jakobs,"Monaco,",", D(L),M(L)",5(18),636,-,2,2,-,0.4,70.9,1,-,6.24
Kingsley Schindler,"FC Koln,",", D(R),M(R),FW",4(16),690,-,-,3,-,0.1,66.9,0.9,-,6.24
Tom Cairney,"Fulham,",", M(CR)",1(21),454,-,-,1,-,0.5,88.6,0.2,-,6.23
M'Baye Niang,"Auxerre,",", AM(LR),FW",14(8),1174,3,-,2,2,1.2,63.9,2.7,-,6.23
Iké Ugbo,"Troyes,",", FW",5(12),434,2,1,-,-,0.5,69,0.2,-,6.23
Patrick Osterhage,"Bochum,",", M(C)",6(11),633,-,-,1,-,0.2,72.3,0.5,-,6.23
Jacopo Fazzini,"Empoli,",", Midfielder",3(11),356,-,-,3,-,0.4,86.3,0.4,-,6.23
Liam Henderson,"Empoli,",", AM(C)",9(9),784,-,1,8,-,0.5,84.1,0.2,-,6.23
Aleix Vidal,"Espanyol,",", D(R),M(LR)",10(10),900,-,1,4,-,0.2,76.6,0.1,-,6.22
Marcos André,"Valencia,",", FW",3(13),427,1,-,2,1,1.1,67.8,0.6,-,6.22
Jeong Woo-Yeong,"Freiburg,",", AM(CR),FW",4(16),603,1,1,2,-,0.6,80.3,0.2,-,6.22
Eliot Matazo,"Monaco,",", DMC",9(5),808,-,-,2,-,0.2,83.4,0.4,-,6.22
Nicolás Melamed,"Espanyol,",", AM(L)",7(13),527,-,2,3,-,0.5,80,0.4,-,6.22
Kristoffer Askildsen,"Lecce,",", M(C)",6(12),619,-,-,3,-,0.5,66.3,0.9,-,6.22
Ado Onaiwu,"Toulouse,",", Forward",4(21),695,2,1,-,-,0.4,75.8,1,-,6.21
Clément Vidal,"AC Ajaccio,",", D(C)",13(5),1181,-,-,3,1,0.5,76.4,2.2,-,6.21
Florian Müller,"Stuttgart,",", GK",19,1710,-,-,-,-,-,78.7,0.2,-,6.21
Youssouf M'Changama,"Auxerre,",", M(C)",6(14),644,-,-,-,-,0.6,85.9,0.4,-,6.21
Ryan Gravenberch,"Bayern,",", DMC",1(14),307,-,-,1,-,0.5,89.1,-,-,6.21
Yannik Keitel,"Freiburg,",", DMC",5(13),442,-,2,3,-,-,82.1,0.4,-,6.21
Carlos Vinícius,"Fulham,",", FW",5(13),556,2,1,2,-,0.6,59,0.8,-,6.21
Fidel,"Elche,",", M(CLR)",10(6),874,1,1,4,-,0.4,73,0.1,-,6.21
Cédric Avinel,"AC Ajaccio,",", D(C)",16(2),1461,1,-,1,1,0.1,84.9,1.6,1,6.21
Abdou Harroui,"Sassuolo,",", DMC,M(R)",2(14),328,1,-,1,-,0.6,82,0.3,-,6.21
Tariq Lamptey,"Brighton,",", D(R),M(R)",3(17),443,-,-,1,-,0.3,86.2,0.1,-,6.21
Dyego Sousa,"Almeria,",", FW",2(13),364,-,1,1,-,0.7,68.9,1,-,6.20
Kevin Lasagna,"Verona,",", AM(CL),FW",13(9),1281,1,2,1,-,2.1,63.5,0.6,-,6.20
Agustín Álvarez Martínez,"Sassuolo,",", Forward",1(17),299,1,1,1,-,0.6,82.9,0.4,-,6.20
Enzo Roco,"Elche,",", D(C)",18(1),1480,-,-,3,1,0.5,82,2.1,-,6.20
Lucas Alario,"Eintracht Frankfurt,",", FW",2(15),284,1,-,-,-,0.6,69.7,1,-,6.20
Michel Aebischer,"Bologna,",", M(CR)",11(12),1007,1,-,3,-,0.5,84.5,0.2,-,6.20
Gonzalo Montiel,"Sevilla,",", D(CR),M(R)",11(6),974,-,1,5,1,0.4,80.9,0.6,-,6.19
Oier Zarraga,"Athletic Bilbao,",", DMC,M(R)",4(15),608,-,-,4,-,0.7,80.1,0.4,-,6.19
Josha Vagnoman,"Stuttgart,",", D(LR),M(R)",7(7),687,-,-,-,1,0.6,77.7,0.9,-,6.19
Harry Wilson,"Fulham,",", AM(CLR)",4(14),446,-,-,1,-,0.5,79.8,0.2,-,6.19
Luca Pfeiffer,"Stuttgart,",", FW",6(11),660,-,-,1,1,0.7,63.7,1.7,-,6.19
Kenan Karaman,"Schalke,",", AM(CLR),FW",5(9),492,1,-,2,-,1,67.7,1.3,-,6.18
Ronaldo Vieira,"Sampdoria,",", DMC",8(8),815,-,-,3,-,0.3,87.8,0.5,-,6.18
Robert Navarro,"Real Sociedad,",", Midfielder",1(15),333,-,-,2,-,0.8,78.2,0.4,-,6.18
Shandon Baptiste,"Brentford,",", AM(C)",4(10),451,-,-,1,1,0.1,85,0.2,-,6.18
Sada Thioub,"Angers,",", M(LR)",5(15),565,-,1,2,-,0.4,82.3,0.2,-,6.18
Erik Botheim,"Salernitana,",", Forward",3(15),346,1,1,1,-,0.2,65.1,0.7,-,6.18
Emil Ceïde,"Sassuolo,",", Forward",3(11),322,-,-,-,-,0.3,69.6,0.1,-,6.18
Nicola Murru,"Sampdoria,",", D(L),M(L)",3(11),504,-,-,2,-,0.1,75.9,0.4,-,6.18
Diego González,"Elche,",", D(CL)",8(7),928,-,-,5,-,0.4,80.2,1.2,-,6.18
Hugo Duro,"Valencia,",", AM(L),FW",9(11),965,1,-,4,-,1.1,74.9,1,-,6.18
Diego Costa,"Wolves,",", FW",9(5),713,-,-,2,1,1.5,76.2,1.4,-,6.17
Gonçalo Paciência,"Celta Vigo,",", FW",4(11),402,1,-,2,1,1.1,58.8,1.1,-,6.17
Toma Basic,"Lazio,",", M(C)",4(14),414,-,-,2,-,0.4,77.1,0.5,-,6.17
Jean-Philippe Mateta,"Crystal Palace,",", FW",6(16),686,1,-,2,-,1,69.2,1,-,6.17
Jesse Lingard,"Nottingham Forest,",", AM(CLR),FW",12(4),926,-,-,1,-,0.6,81.2,0.1,-,6.17
Iván Alejo,"Cadiz,",", AM(R)",8(12),824,-,1,7,1,0.7,68.9,0.7,-,6.17
Sergi Guardiola,"Real Valladolid,",", FW",8(6),508,-,-,1,-,0.8,64.6,0.6,-,6.16
Joe Gelhardt,"Leeds,",", FW",1(14),202,-,2,1,-,0.7,67.2,0.3,-,6.16
Raúl Guti,"Elche,",", DMC",10(9),852,-,-,1,-,0.7,82.6,0.3,-,6.16
Andrea Belotti,"Roma,",", FW",4(18),600,-,-,-,-,0.5,69.5,0.8,-,6.16
Rodrigo Battaglia,"Mallorca,",", M(C)",8(7),686,-,-,5,-,0.1,80.8,0.7,-,6.16
Francesco Caputo,"Sampdoria,",", FW",13(2),1100,1,-,-,-,1.3,71.9,0.4,-,6.16
Manu Trigueros,"Villarreal,",", M(CLR),FW",6(9),552,-,-,2,1,0.3,88,0.2,-,6.15
Willian José,"Real Betis,",", FW",2(18),377,1,-,-,-,0.7,81.5,0.5,-,6.15
Abdón Prats,"Mallorca,",", FW",1(18),264,1,1,-,-,0.3,70.6,0.3,-,6.14
Saidy Janko,"Bochum,",", D(R),M(R)",9(6),805,-,-,1,-,0.1,72.4,0.6,-,6.14
Sam Surridge,"Nottingham Forest,",", FW",1(15),270,1,-,2,-,0.6,48.5,0.8,-,6.14
Matteo Cancellieri,"Lazio,",", Forward",1(17),226,-,-,3,-,0.3,76.6,0.2,-,6.14
Lebo Mothiba,"Strasbourg,",", FW",1(14),284,2,-,-,-,0.4,75.8,0.3,-,6.14
Kevin Spadanuda,"AC Ajaccio,",", M(L)",6(8),522,-,-,2,-,0.4,82.9,0.1,-,6.14
Antonio Sánchez,"Mallorca,",", AM(CR)",7(14),680,-,-,4,-,0.5,76.4,0.3,-,6.14
Radamel Falcao,"Rayo Vallecano,",", FW",3(17),497,2,-,4,-,1,75.6,0.9,-,6.14
Silvère Ganvoula,"Bochum,",", FW",0(15),224,-,-,1,-,0.6,55.6,1.5,-,6.14
Christian Gytkjær,"Monza,",", FW",3(15),484,1,-,-,-,0.6,68.8,0.4,-,6.13
Juan Perea,"Stuttgart,",", Forward",2(12),330,1,-,-,-,0.1,68.3,0.3,-,6.13
Jaime Seoane,"Getafe,",", M(C)",2(12),300,-,-,-,-,0.1,79.8,0.1,-,6.13
Tom Davies,"Everton,",", M(C)",4(12),471,-,-,3,-,0.6,74.3,0.4,-,6.13
Salvi Sánchez,"Rayo Vallecano,",", AM(R)",3(12),307,-,-,2,-,0.2,60.2,0.1,-,6.13
Mateusz Klich,"Leeds,",", M(C)",0(14),266,-,-,2,-,0.3,75.7,0.1,-,6.12
Veljko Birmancevic,"Toulouse,",", Midfielder",1(18),312,-,-,-,-,0.3,72.8,0.2,-,6.12
Arnau Puigmal,"Almeria,",", Midfielder",2(12),388,-,-,3,-,0.8,78.5,0.1,-,6.11
Will Hughes,"Crystal Palace,",", M(CLR)",3(15),408,-,-,4,-,0.1,79.5,0.2,-,6.11
Josan,"Elche,",", D(R),M(R)",3(13),440,1,-,3,-,0.2,81.8,0.2,-,6.11
Gonzalo Villar,"Sampdoria,",", DMC",8(7),695,-,-,2,-,0.1,84.2,0.6,-,6.08
Shon Weissman,"Real Valladolid,",", FW",6(9),742,1,-,-,-,1.2,77.5,0.3,-,6.07
